work_year,job_title,skills,experience_level,salary_usd,company_location,remote_ratio,industry
2021,Cloud Engineer,"SQL, Excel, Power BI",Mid,125421,Australia,50,E-commerce
2023,Software Engineer,"AWS, Azure, Cloud Computing",Mid,62114,UK,100,Finance
2021,Cloud Engineer,"Python, NLP, PyTorch",Senior,146467,Germany,25,Finance
2022,ML Engineer,"AWS, Azure, Cloud Computing",Senior,104238,Australia,25,Cloud Services
2021,Data Scientist,"Python, NLP, PyTorch",Entry,90172,Germany,50,Cloud Services
2023,AI Engineer,"Python, TensorFlow, Deep Learning",Mid,95925,Germany,25,IT
2021,Software Engineer,"Java, Spring Boot, Microservices",Mid,144806,Germany,75,Healthcare
2020,AI Engineer,"SQL, Excel, Power BI",Entry,127505,Australia,25,Healthcare
2021,Cloud Engineer,"Python, TensorFlow, Deep Learning",Mid,67083,India,100,E-commerce
2024,ML Engineer,"Java, Spring Boot, Microservices",Senior,134161,India,25,Healthcare
2024,ML Engineer,"AWS, Azure, Cloud Computing",Mid,72469,India,25,Finance
2022,AI Engineer,"Statistics, R, Data Visualization",Senior,62548,Australia,50,Healthcare
2020,Business Analyst,"Python, SQL, Machine Learning",Senior,145000,India,100,Healthcare
2020,Data Analyst,"Python, TensorFlow, Deep Learning",Entry,85375,US,75,Cloud Services
2022,ML Engineer,"Python, SQL, Machine Learning",Senior,140900,Canada,100,Finance
2024,Data Scientist,"Python, TensorFlow, Deep Learning",Mid,133663,Germany,50,IT
2020,ML Engineer,"Python, NLP, PyTorch",Mid,79840,India,0,IT
2023,Data Scientist,"Statistics, R, Data Visualization",Senior,141497,UK,50,IT
2024,Data Scientist,"Python, NLP, PyTorch",Entry,121256,Australia,50,Finance
2021,Data Analyst,"Python, TensorFlow, Deep Learning",Entry,66969,UK,75,IT
2020,Cloud Engineer,"AWS, Azure, Cloud Computing",Mid,101856,UK,100,IT
2023,Cloud Engineer,"SQL, Excel, Power BI",Mid,118934,Canada,0,Cloud Services
2022,Software Engineer,"Java, Spring Boot, Microservices",Mid,82248,Germany,50,E-commerce
2023,Software Engineer,"Java, Spring Boot, Microservices",Senior,88745,US,50,Healthcare
2024,Business Analyst,"Python, SQL, Machine Learning",Mid,63579,US,25,E-commerce
2021,ML Engineer,"Python, SQL, Machine Learning",Mid,103915,Germany,25,Cloud Services
2020,Business Analyst,"Python, TensorFlow, Deep Learning",Mid,124360,Germany,0,Cloud Services
2020,Cloud Engineer,"Python, TensorFlow, Deep Learning",Mid,129869,US,75,IT
2020,AI Engineer,"SQL, Excel, Power BI",Mid,82297,US,25,Healthcare
2022,Software Engineer,"Statistics, R, Data Visualization",Senior,68588,Australia,50,Finance
2024,Data Scientist,"Statistics, R, Data Visualization",Senior,96639,Canada,50,Finance
2024,Software Engineer,"Python, SQL, Machine Learning",Mid,67942,Canada,75,Cloud Services
2024,Software Engineer,"Java, Spring Boot, Microservices",Entry,81431,UK,75,Healthcare
2022,Business Analyst,"Java, Spring Boot, Microservices",Entry,132504,Canada,25,Finance
2020,Software Engineer,"SQL, Excel, Power BI",Mid,103610,Germany,100,IT
2023,Business Analyst,"Python, SQL, Machine Learning",Entry,149403,US,0,Cloud Services
2021,Data Scientist,"Python, SQL, Machine Learning",Entry,146728,Australia,50,Cloud Services
2021,Cloud Engineer,"Statistics, R, Data Visualization",Mid,77995,UK,25,Healthcare
2023,Cloud Engineer,"Python, SQL, Machine Learning",Mid,67861,India,0,Cloud Services
2023,ML Engineer,"Statistics, R, Data Visualization",Senior,66179,Canada,0,IT
2023,Data Scientist,"AWS, Azure, Cloud Computing",Entry,97616,UK,100,E-commerce
2024,Cloud Engineer,"Java, Spring Boot, Microservices",Senior,132117,Germany,25,Healthcare
2021,Business Analyst,"Python, NLP, PyTorch",Entry,74019,Germany,100,E-commerce
2020,AI Engineer,"Statistics, R, Data Visualization",Senior,120654,Canada,100,IT
2024,AI Engineer,"SQL, Excel, Power BI",Mid,60538,India,50,IT
2022,Business Analyst,"SQL, Excel, Power BI",Senior,107722,UK,50,Cloud Services
2023,Software Engineer,"Java, Spring Boot, Microservices",Senior,136702,UK,100,E-commerce
2022,Business Analyst,"Python, NLP, PyTorch",Senior,127024,Australia,50,IT
2023,Data Scientist,"Python, NLP, PyTorch",Mid,129867,UK,0,Healthcare
2024,AI Engineer,"Java, Spring Boot, Microservices",Mid,60608,Canada,25,IT
2022,Software Engineer,"AWS, Azure, Cloud Computing",Entry,141995,Australia,0,Cloud Services
2022,Cloud Engineer,"Python, TensorFlow, Deep Learning",Entry,95802,Australia,50,Cloud Services
2023,ML Engineer,"Python, SQL, Machine Learning",Mid,87319,Germany,75,Finance
2021,AI Engineer,"Python, TensorFlow, Deep Learning",Entry,84816,Australia,100,Finance
2024,AI Engineer,"Python, TensorFlow, Deep Learning",Entry,93039,Canada,0,Finance
2021,Software Engineer,"SQL, Excel, Power BI",Senior,130081,Australia,50,Healthcare
2024,Data Analyst,"Statistics, R, Data Visualization",Senior,104211,Australia,100,E-commerce
2023,Software Engineer,"AWS, Azure, Cloud Computing",Senior,123995,India,0,IT
2021,Data Analyst,"Statistics, R, Data Visualization",Entry,84430,India,75,IT
2021,Business Analyst,"Statistics, R, Data Visualization",Entry,130359,Canada,100,Finance
2022,Business Analyst,"Python, TensorFlow, Deep Learning",Entry,124161,Australia,50,Healthcare
2021,Business Analyst,"AWS, Azure, Cloud Computing",Mid,133512,Canada,100,Cloud Services
2024,Data Analyst,"Python, NLP, PyTorch",Entry,145350,Germany,25,Finance
2021,Data Analyst,"Python, NLP, PyTorch",Mid,96352,Canada,75,E-commerce
2024,Cloud Engineer,"Java, Spring Boot, Microservices",Entry,62144,US,25,E-commerce
2023,Data Analyst,"Python, TensorFlow, Deep Learning",Entry,90900,US,75,E-commerce
2020,Software Engineer,"Python, SQL, Machine Learning",Mid,76803,Canada,100,Cloud Services
2023,Cloud Engineer,"SQL, Excel, Power BI",Mid,122689,Germany,100,IT
2022,Data Analyst,"SQL, Excel, Power BI",Mid,114744,India,75,Healthcare
2020,Software Engineer,"Statistics, R, Data Visualization",Entry,66737,India,25,Finance
2021,Data Analyst,"Python, TensorFlow, Deep Learning",Mid,66642,India,25,IT
2024,Business Analyst,"Python, NLP, PyTorch",Mid,60095,UK,50,IT
2024,Data Analyst,"AWS, Azure, Cloud Computing",Entry,82081,US,75,E-commerce
2024,Software Engineer,"SQL, Excel, Power BI",Entry,104918,India,0,Finance
2024,Data Analyst,"Python, TensorFlow, Deep Learning",Entry,134848,UK,0,Cloud Services
2021,Data Scientist,"AWS, Azure, Cloud Computing",Entry,133986,India,75,Healthcare
2023,Software Engineer,"Python, TensorFlow, Deep Learning",Entry,94483,Germany,25,Cloud Services
2020,Data Scientist,"Java, Spring Boot, Microservices",Mid,89097,Germany,50,IT
2024,ML Engineer,"Python, TensorFlow, Deep Learning",Entry,108795,US,50,E-commerce
2023,Data Scientist,"Python, SQL, Machine Learning",Entry,123572,Australia,75,Healthcare
2020,Business Analyst,"Statistics, R, Data Visualization",Entry,110387,Canada,75,Healthcare
2020,Business Analyst,"AWS, Azure, Cloud Computing",Entry,79180,US,0,Healthcare
2020,Cloud Engineer,"AWS, Azure, Cloud Computing",Senior,97590,Australia,0,Finance
2022,Data Scientist,"Python, SQL, Machine Learning",Entry,112335,Canada,100,Healthcare
2022,ML Engineer,"Python, NLP, PyTorch",Senior,64751,Germany,50,Cloud Services
2020,Business Analyst,"Python, SQL, Machine Learning",Senior,73619,Germany,75,IT
2024,AI Engineer,"Python, SQL, Machine Learning",Senior,113127,US,50,E-commerce
2020,Business Analyst,"SQL, Excel, Power BI",Senior,130905,India,50,Cloud Services
2020,Business Analyst,"Statistics, R, Data Visualization",Mid,65853,Canada,100,E-commerce
2021,Data Scientist,"AWS, Azure, Cloud Computing",Senior,72174,UK,0,Cloud Services
2024,Data Analyst,"Python, TensorFlow, Deep Learning",Mid,63733,India,25,Healthcare
2023,Software Engineer,"Statistics, R, Data Visualization",Mid,83740,UK,50,IT
2024,AI Engineer,"SQL, Excel, Power BI",Entry,130970,UK,75,Finance
2023,AI Engineer,"Python, SQL, Machine Learning",Mid,118429,Australia,0,IT
2022,ML Engineer,"Statistics, R, Data Visualization",Entry,134098,Germany,50,Finance
2023,Cloud Engineer,"SQL, Excel, Power BI",Entry,122662,India,100,Healthcare
2020,Cloud Engineer,"AWS, Azure, Cloud Computing",Mid,77875,US,25,IT
2023,Cloud Engineer,"Java, Spring Boot, Microservices",Mid,105595,India,100,Healthcare
2021,Cloud Engineer,"Python, SQL, Machine Learning",Senior,149546,US,25,Finance
2022,Data Scientist,"Python, NLP, PyTorch",Entry,118328,Canada,0,Cloud Services
2021,Business Analyst,"AWS, Azure, Cloud Computing",Mid,147280,India,50,Cloud Services
2022,AI Engineer,"Python, TensorFlow, Deep Learning",Senior,97022,Canada,0,Healthcare
2020,AI Engineer,"Python, NLP, PyTorch",Mid,89918,Australia,25,IT
2020,Software Engineer,"Python, NLP, PyTorch",Mid,66313,US,0,Healthcare
2024,Business Analyst,"Python, TensorFlow, Deep Learning",Mid,109343,UK,75,Healthcare
2020,Software Engineer,"Java, Spring Boot, Microservices",Mid,129471,UK,50,Cloud Services
2020,Software Engineer,"Python, NLP, PyTorch",Senior,125625,US,25,Cloud Services
2020,Data Analyst,"Python, SQL, Machine Learning",Entry,98465,UK,50,Cloud Services
2023,Data Analyst,"SQL, Excel, Power BI",Senior,144067,US,75,E-commerce
2024,Data Scientist,"Statistics, R, Data Visualization",Mid,90493,UK,75,IT
2023,Cloud Engineer,"AWS, Azure, Cloud Computing",Mid,85179,India,75,Healthcare
2021,Data Scientist,"SQL, Excel, Power BI",Entry,127989,US,50,Healthcare
2020,ML Engineer,"Statistics, R, Data Visualization",Senior,89361,Germany,0,Cloud Services
2021,Data Scientist,"Statistics, R, Data Visualization",Entry,123196,India,75,Cloud Services
2023,Data Analyst,"Python, SQL, Machine Learning",Senior,149434,Canada,25,Finance
2020,Business Analyst,"Python, SQL, Machine Learning",Senior,99594,Canada,75,Healthcare
2021,Software Engineer,"Python, TensorFlow, Deep Learning",Senior,90654,India,25,Cloud Services
2024,Software Engineer,"Python, NLP, PyTorch",Entry,118156,UK,100,E-commerce
2023,ML Engineer,"Python, SQL, Machine Learning",Entry,127208,US,25,E-commerce
2020,Data Scientist,"Python, NLP, PyTorch",Senior,62384,Germany,25,E-commerce
2023,Software Engineer,"AWS, Azure, Cloud Computing",Mid,123858,US,25,E-commerce
2020,AI Engineer,"Statistics, R, Data Visualization",Senior,98401,US,75,Finance
2023,Software Engineer,"SQL, Excel, Power BI",Senior,106242,US,25,Finance
2020,Software Engineer,"Python, NLP, PyTorch",Senior,100027,Canada,75,Cloud Services
2021,Data Scientist,"Python, SQL, Machine Learning",Entry,113901,Canada,0,Finance
2022,ML Engineer,"Python, NLP, PyTorch",Mid,102370,US,25,Cloud Services
2023,Data Scientist,"Statistics, R, Data Visualization",Senior,117157,India,0,Healthcare
2024,AI Engineer,"Python, NLP, PyTorch",Entry,136144,Canada,0,E-commerce
2020,Cloud Engineer,"Java, Spring Boot, Microservices",Mid,137849,Germany,75,IT
2024,Business Analyst,"Java, Spring Boot, Microservices",Mid,62568,UK,100,Cloud Services
2022,Data Scientist,"Python, SQL, Machine Learning",Entry,112557,UK,0,E-commerce
2024,AI Engineer,"Python, TensorFlow, Deep Learning",Senior,88967,Canada,100,Healthcare
2021,Software Engineer,"Statistics, R, Data Visualization",Entry,114279,US,75,Healthcare
2020,Software Engineer,"Java, Spring Boot, Microservices",Mid,103129,Germany,0,IT
2022,Data Analyst,"AWS, Azure, Cloud Computing",Mid,90128,Germany,75,Healthcare
2024,Data Scientist,"Statistics, R, Data Visualization",Entry,63312,Australia,25,Finance
2022,Cloud Engineer,"Statistics, R, Data Visualization",Mid,71894,Canada,0,Finance
2024,Business Analyst,"SQL, Excel, Power BI",Senior,126674,India,75,E-commerce
2021,Data Analyst,"Python, TensorFlow, Deep Learning",Mid,120756,Germany,0,IT
2020,Software Engineer,"Statistics, R, Data Visualization",Mid,145618,UK,0,Cloud Services
2024,AI Engineer,"Python, NLP, PyTorch",Senior,76843,Canada,75,Healthcare
2023,Cloud Engineer,"AWS, Azure, Cloud Computing",Senior,119660,Germany,75,Finance
2022,ML Engineer,"SQL, Excel, Power BI",Mid,109763,US,75,IT
2024,Data Analyst,"Statistics, R, Data Visualization",Mid,138493,Canada,0,E-commerce
2024,Software Engineer,"Python, NLP, PyTorch",Entry,141695,Australia,100,Healthcare
2023,Data Scientist,"Python, SQL, Machine Learning",Entry,122391,India,0,Cloud Services
2021,Data Scientist,"SQL, Excel, Power BI",Senior,129985,India,75,Healthcare
2022,Business Analyst,"AWS, Azure, Cloud Computing",Mid,99247,Australia,100,Finance
2020,Cloud Engineer,"Python, TensorFlow, Deep Learning",Senior,135317,India,0,Finance
2023,Business Analyst,"Statistics, R, Data Visualization",Entry,75035,Australia,75,IT
2023,Data Scientist,"SQL, Excel, Power BI",Mid,118167,India,25,IT
2024,AI Engineer,"Python, TensorFlow, Deep Learning",Mid,145541,US,50,E-commerce
2022,AI Engineer,"Statistics, R, Data Visualization",Entry,147054,UK,100,Healthcare
2023,Data Analyst,"Java, Spring Boot, Microservices",Mid,84626,Germany,75,E-commerce
2020,AI Engineer,"Python, TensorFlow, Deep Learning",Mid,129211,US,25,IT
2022,Software Engineer,"Statistics, R, Data Visualization",Entry,61569,Germany,75,IT
2021,Business Analyst,"Python, SQL, Machine Learning",Entry,77693,UK,0,IT
2020,AI Engineer,"SQL, Excel, Power BI",Mid,146702,Australia,0,E-commerce
2022,ML Engineer,"Statistics, R, Data Visualization",Entry,112511,India,0,Cloud Services
2023,Data Analyst,"Statistics, R, Data Visualization",Mid,85128,UK,100,Healthcare
2020,Software Engineer,"AWS, Azure, Cloud Computing",Senior,131618,US,50,Healthcare
2023,Data Analyst,"Python, SQL, Machine Learning",Mid,144676,US,100,Healthcare
2023,Software Engineer,"Python, NLP, PyTorch",Senior,89644,Canada,0,Finance
2023,Data Scientist,"SQL, Excel, Power BI",Mid,123494,UK,100,E-commerce
2023,Data Analyst,"Statistics, R, Data Visualization",Mid,94648,Canada,50,E-commerce
2021,Data Analyst,"AWS, Azure, Cloud Computing",Senior,119908,UK,75,Healthcare
2024,Business Analyst,"Statistics, R, Data Visualization",Mid,86798,US,0,Healthcare
2022,Software Engineer,"AWS, Azure, Cloud Computing",Mid,123909,Australia,0,Healthcare
2024,Data Analyst,"Java, Spring Boot, Microservices",Senior,74648,Australia,75,Finance
2024,Business Analyst,"Statistics, R, Data Visualization",Senior,95909,Canada,25,Finance
2024,Cloud Engineer,"Python, SQL, Machine Learning",Entry,144550,US,75,Healthcare
2024,Software Engineer,"SQL, Excel, Power BI",Entry,75081,UK,25,E-commerce
2024,Software Engineer,"Python, TensorFlow, Deep Learning",Entry,72401,Germany,100,IT
2022,Cloud Engineer,"Java, Spring Boot, Microservices",Senior,137009,UK,25,E-commerce
2020,ML Engineer,"Python, SQL, Machine Learning",Entry,115966,India,25,Cloud Services
2024,Data Scientist,"Python, SQL, Machine Learning",Entry,146991,India,100,Finance
2020,AI Engineer,"Statistics, R, Data Visualization",Entry,144193,UK,0,IT
2023,Cloud Engineer,"Python, TensorFlow, Deep Learning",Senior,127236,UK,75,Healthcare
2023,ML Engineer,"AWS, Azure, Cloud Computing",Senior,102339,UK,50,IT
2022,Business Analyst,"AWS, Azure, Cloud Computing",Entry,99764,US,75,Healthcare
2022,Software Engineer,"AWS, Azure, Cloud Computing",Senior,82577,UK,100,Healthcare
2020,ML Engineer,"Java, Spring Boot, Microservices",Senior,103090,Australia,75,IT
2023,Data Analyst,"Python, NLP, PyTorch",Mid,77455,Australia,25,Cloud Services
2022,Business Analyst,"Python, TensorFlow, Deep Learning",Senior,73495,India,100,E-commerce
2022,ML Engineer,"SQL, Excel, Power BI",Senior,98024,Australia,0,Finance
2023,ML Engineer,"Python, NLP, PyTorch",Mid,90470,Australia,50,Finance
2022,Cloud Engineer,"Python, TensorFlow, Deep Learning",Entry,94621,UK,50,E-commerce
2024,AI Engineer,"Statistics, R, Data Visualization",Senior,102587,US,75,Cloud Services
2022,ML Engineer,"AWS, Azure, Cloud Computing",Mid,89328,Germany,25,Finance
2023,Cloud Engineer,"SQL, Excel, Power BI",Mid,77017,Germany,100,E-commerce
2020,Data Scientist,"Python, TensorFlow, Deep Learning",Entry,98846,India,100,Finance
2022,Business Analyst,"Statistics, R, Data Visualization",Entry,116178,Canada,100,Healthcare
2020,Software Engineer,"Java, Spring Boot, Microservices",Mid,94072,US,0,IT
2020,Cloud Engineer,"SQL, Excel, Power BI",Mid,98484,UK,0,Cloud Services
2022,AI Engineer,"Python, NLP, PyTorch",Entry,87702,India,0,IT
2023,Business Analyst,"Statistics, R, Data Visualization",Senior,83431,Germany,100,Finance
2024,Data Scientist,"SQL, Excel, Power BI",Entry,93160,US,0,Finance
2024,AI Engineer,"Python, TensorFlow, Deep Learning",Entry,137846,India,0,Cloud Services
2020,ML Engineer,"Statistics, R, Data Visualization",Entry,121055,India,0,E-commerce
2020,ML Engineer,"Java, Spring Boot, Microservices",Senior,124396,Australia,25,IT
2022,Business Analyst,"Statistics, R, Data Visualization",Entry,68896,Germany,25,Healthcare
2023,AI Engineer,"Java, Spring Boot, Microservices",Mid,113264,Australia,25,Cloud Services
2023,Data Analyst,"Python, NLP, PyTorch",Mid,75530,Australia,50,Finance
2020,Business Analyst,"Python, SQL, Machine Learning",Entry,132920,Germany,50,Cloud Services
2020,Data Analyst,"Python, SQL, Machine Learning",Mid,96528,US,50,E-commerce
2022,Cloud Engineer,"Java, Spring Boot, Microservices",Senior,110024,Germany,100,Healthcare
2020,AI Engineer,"Java, Spring Boot, Microservices",Mid,146780,US,25,E-commerce
2022,AI Engineer,"AWS, Azure, Cloud Computing",Entry,75549,US,100,Finance
2024,Data Scientist,"Java, Spring Boot, Microservices",Entry,105916,US,25,Cloud Services
2020,ML Engineer,"AWS, Azure, Cloud Computing",Entry,77836,US,50,Cloud Services
2022,Business Analyst,"Python, NLP, PyTorch",Senior,146868,UK,75,Healthcare
2024,ML Engineer,"SQL, Excel, Power BI",Mid,133770,Canada,100,Healthcare
2022,Data Analyst,"AWS, Azure, Cloud Computing",Entry,114695,US,100,E-commerce
2023,ML Engineer,"Java, Spring Boot, Microservices",Mid,101256,UK,100,E-commerce
2021,Software Engineer,"Java, Spring Boot, Microservices",Entry,79630,India,25,E-commerce
2021,ML Engineer,"Python, TensorFlow, Deep Learning",Entry,146274,Australia,25,IT
2022,Software Engineer,"Python, NLP, PyTorch",Entry,110439,US,50,E-commerce
2020,Business Analyst,"Statistics, R, Data Visualization",Mid,123406,India,100,Healthcare
2020,Data Analyst,"Python, NLP, PyTorch",Mid,110278,UK,100,Finance
2021,ML Engineer,"Python, SQL, Machine Learning",Senior,61594,UK,75,Cloud Services
2021,AI Engineer,"Python, NLP, PyTorch",Entry,77004,US,0,Cloud Services
2020,Business Analyst,"SQL, Excel, Power BI",Entry,138716,Canada,75,Cloud Services
2020,Cloud Engineer,"Java, Spring Boot, Microservices",Entry,82846,Germany,50,E-commerce
2021,Cloud Engineer,"Java, Spring Boot, Microservices",Senior,134621,US,25,Finance
2021,Data Analyst,"Statistics, R, Data Visualization",Entry,135044,Germany,0,Cloud Services
2022,Data Analyst,"Statistics, R, Data Visualization",Mid,125006,US,50,E-commerce
2020,ML Engineer,"Java, Spring Boot, Microservices",Senior,141267,UK,100,IT
2023,Software Engineer,"AWS, Azure, Cloud Computing",Entry,114457,Australia,50,Healthcare
2022,Software Engineer,"Python, NLP, PyTorch",Entry,84735,Australia,50,E-commerce
2022,AI Engineer,"Python, NLP, PyTorch",Mid,141448,US,25,Finance
2022,Data Scientist,"Java, Spring Boot, Microservices",Senior,128122,India,0,Healthcare
2020,AI Engineer,"AWS, Azure, Cloud Computing",Senior,134638,India,25,Cloud Services
2024,ML Engineer,"Statistics, R, Data Visualization",Entry,114264,India,100,E-commerce
2021,Data Analyst,"Python, TensorFlow, Deep Learning",Mid,120875,Germany,50,Finance
2023,Cloud Engineer,"Python, TensorFlow, Deep Learning",Mid,130690,Germany,0,Healthcare
2020,Business Analyst,"Python, TensorFlow, Deep Learning",Entry,95056,Australia,75,IT
2021,Cloud Engineer,"SQL, Excel, Power BI",Entry,75056,India,100,IT
2020,Data Scientist,"Java, Spring Boot, Microservices",Mid,110732,UK,25,E-commerce
2024,Data Scientist,"Statistics, R, Data Visualization",Mid,92196,Canada,0,Finance
2024,Data Scientist,"Python, TensorFlow, Deep Learning",Mid,97057,Australia,0,E-commerce
2024,Business Analyst,"Python, TensorFlow, Deep Learning",Entry,140830,Canada,25,Cloud Services
2024,Business Analyst,"Java, Spring Boot, Microservices",Senior,99418,Canada,100,Healthcare
2020,Cloud Engineer,"Java, Spring Boot, Microservices",Entry,115771,India,75,Finance
2023,Cloud Engineer,"Python, TensorFlow, Deep Learning",Mid,145334,Germany,0,E-commerce
2022,Data Analyst,"Python, TensorFlow, Deep Learning",Entry,78118,Germany,50,IT
2024,ML Engineer,"SQL, Excel, Power BI",Mid,123008,Canada,25,Finance
2020,Cloud Engineer,"Python, TensorFlow, Deep Learning",Entry,63939,US,75,E-commerce
2023,ML Engineer,"Python, SQL, Machine Learning",Mid,147826,Canada,25,Cloud Services
2021,Software Engineer,"Statistics, R, Data Visualization",Entry,75892,Canada,25,Cloud Services
2023,Cloud Engineer,"SQL, Excel, Power BI",Senior,146599,India,75,Healthcare
2024,Business Analyst,"Python, NLP, PyTorch",Mid,84622,Canada,75,IT
2021,AI Engineer,"Python, SQL, Machine Learning",Entry,89035,Germany,75,IT
2023,Software Engineer,"Statistics, R, Data Visualization",Mid,89090,Canada,25,Cloud Services
2024,Cloud Engineer,"Java, Spring Boot, Microservices",Mid,86213,Australia,25,IT
2024,Cloud Engineer,"Statistics, R, Data Visualization",Senior,91933,India,50,IT
2024,ML Engineer,"AWS, Azure, Cloud Computing",Senior,99415,Germany,0,IT
2023,Software Engineer,"Java, Spring Boot, Microservices",Mid,107913,Australia,75,Cloud Services
2023,Data Analyst,"Java, Spring Boot, Microservices",Mid,148658,US,50,Cloud Services
2023,Data Scientist,"Python, NLP, PyTorch",Mid,84135,India,100,Finance
2020,AI Engineer,"Python, TensorFlow, Deep Learning",Mid,85998,Australia,25,Finance
2020,ML Engineer,"SQL, Excel, Power BI",Senior,102913,Canada,50,Healthcare
2021,Business Analyst,"SQL, Excel, Power BI",Senior,93258,UK,75,E-commerce
2020,Data Scientist,"Python, NLP, PyTorch",Mid,149233,Canada,50,E-commerce
2022,ML Engineer,"Python, TensorFlow, Deep Learning",Mid,107256,Canada,25,E-commerce
2023,ML Engineer,"Python, SQL, Machine Learning",Mid,115024,UK,100,IT
2020,Cloud Engineer,"Statistics, R, Data Visualization",Senior,126626,Australia,0,IT
2024,AI Engineer,"AWS, Azure, Cloud Computing",Entry,73654,UK,25,Cloud Services
2023,AI Engineer,"Python, TensorFlow, Deep Learning",Entry,97057,Canada,50,E-commerce
2020,Data Scientist,"Python, SQL, Machine Learning",Entry,80227,Australia,50,Cloud Services
2023,Software Engineer,"AWS, Azure, Cloud Computing",Mid,130279,US,0,Cloud Services
2023,ML Engineer,"AWS, Azure, Cloud Computing",Senior,97738,Germany,0,Cloud Services
2024,AI Engineer,"Python, TensorFlow, Deep Learning",Senior,121459,UK,0,IT
2020,AI Engineer,"Python, SQL, Machine Learning",Mid,128751,India,75,E-commerce
2022,Cloud Engineer,"Statistics, R, Data Visualization",Mid,95816,India,75,Cloud Services
2020,Data Analyst,"SQL, Excel, Power BI",Entry,128314,India,50,Finance
2023,Data Scientist,"Python, TensorFlow, Deep Learning",Mid,72565,India,25,Healthcare
2024,Data Analyst,"Python, SQL, Machine Learning",Entry,143712,Canada,100,Healthcare
2023,Business Analyst,"Python, SQL, Machine Learning",Entry,89755,India,75,Finance
2020,Cloud Engineer,"Python, NLP, PyTorch",Mid,127359,Australia,100,Cloud Services
2020,ML Engineer,"Python, TensorFlow, Deep Learning",Senior,109294,India,100,Healthcare
2023,Cloud Engineer,"Python, TensorFlow, Deep Learning",Mid,123438,India,50,IT
2021,ML Engineer,"Java, Spring Boot, Microservices",Senior,77652,India,25,Healthcare
2024,AI Engineer,"Python, SQL, Machine Learning",Senior,118300,Canada,100,Finance
2020,Data Scientist,"Java, Spring Boot, Microservices",Senior,91436,Australia,100,E-commerce
2024,Data Analyst,"SQL, Excel, Power BI",Senior,64430,UK,0,IT
2022,ML Engineer,"Python, NLP, PyTorch",Entry,78638,Canada,0,Finance
2022,AI Engineer,"Statistics, R, Data Visualization",Senior,78449,US,75,IT
2020,Data Analyst,"Java, Spring Boot, Microservices",Mid,78583,Australia,75,IT
2022,AI Engineer,"Python, SQL, Machine Learning",Senior,65798,Australia,0,IT
2023,Data Scientist,"AWS, Azure, Cloud Computing",Mid,124626,Germany,0,IT
2022,ML Engineer,"SQL, Excel, Power BI",Entry,117811,India,25,Cloud Services
2021,Cloud Engineer,"Python, TensorFlow, Deep Learning",Senior,135546,Canada,50,E-commerce
2021,AI Engineer,"Statistics, R, Data Visualization",Mid,88177,India,75,Cloud Services
2023,Cloud Engineer,"Statistics, R, Data Visualization",Mid,145919,Canada,75,Healthcare
2022,Cloud Engineer,"Python, SQL, Machine Learning",Mid,133728,Australia,0,Cloud Services
2024,Data Scientist,"AWS, Azure, Cloud Computing",Senior,113437,India,100,Healthcare
2020,Software Engineer,"SQL, Excel, Power BI",Mid,126423,India,50,Finance
2022,Data Scientist,"SQL, Excel, Power BI",Mid,66297,Germany,50,IT
2024,AI Engineer,"AWS, Azure, Cloud Computing",Senior,127955,UK,75,Finance
2020,Data Scientist,"Python, TensorFlow, Deep Learning",Senior,111251,Australia,0,IT
2020,ML Engineer,"Java, Spring Boot, Microservices",Mid,144227,UK,25,Healthcare
2022,Business Analyst,"Statistics, R, Data Visualization",Senior,142296,UK,25,Finance
2021,Business Analyst,"Statistics, R, Data Visualization",Senior,146070,India,100,E-commerce
2020,Data Scientist,"Statistics, R, Data Visualization",Senior,98307,Germany,100,E-commerce
2021,Business Analyst,"Python, NLP, PyTorch",Entry,138566,UK,0,Healthcare
2020,ML Engineer,"Python, NLP, PyTorch",Mid,105194,India,0,Finance
2023,Software Engineer,"Java, Spring Boot, Microservices",Senior,133039,UK,50,E-commerce
2024,AI Engineer,"AWS, Azure, Cloud Computing",Mid,88140,Germany,75,IT
2020,ML Engineer,"Statistics, R, Data Visualization",Entry,95355,India,25,IT
2024,ML Engineer,"Java, Spring Boot, Microservices",Entry,89697,UK,25,E-commerce
2021,Cloud Engineer,"SQL, Excel, Power BI",Mid,108494,Australia,75,E-commerce
2022,Data Scientist,"Python, TensorFlow, Deep Learning",Entry,140364,UK,0,IT
2024,Data Analyst,"AWS, Azure, Cloud Computing",Entry,80498,Canada,0,Healthcare
2021,Business Analyst,"Java, Spring Boot, Microservices",Senior,106372,UK,25,IT
2020,Software Engineer,"Java, Spring Boot, Microservices",Mid,149954,UK,0,Finance
2021,Cloud Engineer,"Python, SQL, Machine Learning",Senior,68561,UK,75,IT
2023,AI Engineer,"Python, TensorFlow, Deep Learning",Entry,111836,US,100,Cloud Services
2020,Business Analyst,"Python, TensorFlow, Deep Learning",Entry,68201,UK,75,Finance
2022,AI Engineer,"Java, Spring Boot, Microservices",Senior,112450,Germany,50,Cloud Services
2022,Data Scientist,"SQL, Excel, Power BI",Mid,77482,Canada,75,Cloud Services
2024,Business Analyst,"Java, Spring Boot, Microservices",Entry,94506,US,100,E-commerce
2021,Software Engineer,"Python, NLP, PyTorch",Entry,111843,India,0,Finance
